DSE index,"DLA HW (pes, bw)","RRAM HW (tiles, bw)",DLA layernum,RRAM layernum,DLA EDP,RRAM EDP,DLA area,RRAM area,restraint
73,1024 16,9 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
74,1024 20,9 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
75,1024 24,9 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
76,1024 28,9 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
77,1024 32,9 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
78,1024 36,9 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
79,1024 40,9 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
80,1024 44,9 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
81,1024 48,9 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
82,1024 16,10 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
83,1024 20,10 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
84,1024 24,10 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
85,1024 28,10 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
86,1024 32,10 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
87,1024 36,10 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
88,1024 40,10 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
89,1024 44,10 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
90,1024 48,10 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
91,1024 16,11 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
92,1024 20,11 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
93,1024 24,11 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
94,1024 28,11 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
95,1024 32,11 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
96,1024 36,11 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
97,1024 40,11 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
98,1024 44,11 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
99,1024 48,11 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
100,1024 16,12 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
101,1024 20,12 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
102,1024 24,12 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
103,1024 28,12 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
104,1024 32,12 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
105,1024 36,12 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
106,1024 40,12 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
107,1024 44,12 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
108,1024 48,12 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
109,1024 16,13 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
110,1024 20,13 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
111,1024 24,13 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
112,1024 28,13 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
113,1024 32,13 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
114,1024 36,13 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
115,1024 40,13 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
116,1024 44,13 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
117,1024 48,13 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
118,1024 16,14 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
119,1024 20,14 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
120,1024 24,14 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
121,1024 28,14 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
122,1024 32,14 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
123,1024 36,14 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
124,1024 40,14 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
125,1024 44,14 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
126,1024 48,14 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
127,1024 16,15 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
128,1024 20,15 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
129,1024 24,15 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
130,1024 28,15 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
131,1024 32,15 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
132,1024 36,15 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
133,1024 40,15 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
134,1024 44,15 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
135,1024 48,15 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
136,1024 16,16 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
137,1024 20,16 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
138,1024 24,16 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
139,1024 28,16 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
140,1024 32,16 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
141,1024 36,16 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
142,1024 40,16 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
143,1024 44,16 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
144,1024 48,16 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
145,1024 16,17 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
146,1024 20,17 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
147,1024 24,17 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
148,1024 28,17 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
149,1024 32,17 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
150,1024 36,17 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
151,1024 40,17 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
152,1024 44,17 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
153,1024 48,17 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
154,1024 16,18 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
155,1024 20,18 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
156,1024 24,18 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
157,1024 28,18 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
158,1024 32,18 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
159,1024 36,18 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
160,1024 40,18 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
161,1024 44,18 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
162,1024 48,18 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
163,1024 16,19 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
164,1024 20,19 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
165,1024 24,19 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
166,1024 28,19 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
167,1024 32,19 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
168,1024 36,19 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
169,1024 40,19 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
170,1024 44,19 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
171,1024 48,19 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
172,1024 16,20 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
173,1024 20,20 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
174,1024 24,20 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
175,1024 28,20 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
176,1024 32,20 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
177,1024 36,20 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
178,1024 40,20 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
179,1024 44,20 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
180,1024 48,20 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
181,1024 16,21 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
182,1024 20,21 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
183,1024 24,21 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
184,1024 28,21 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
185,1024 32,21 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
186,1024 36,21 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
187,1024 40,21 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
188,1024 44,21 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
189,1024 48,21 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
190,1024 16,22 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
191,1024 20,22 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
192,1024 24,22 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
193,1024 28,22 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
194,1024 32,22 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
195,1024 36,22 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
196,1024 40,22 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
197,1024 44,22 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
198,1024 48,22 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
199,1024 16,23 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
200,1024 20,23 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
201,1024 24,23 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
202,1024 28,23 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
203,1024 32,23 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
204,1024 36,23 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
205,1024 40,23 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
206,1024 44,23 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
207,1024 48,23 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
208,1024 16,24 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
209,1024 20,24 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
210,1024 24,24 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
211,1024 28,24 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
212,1024 32,24 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
213,1024 36,24 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
214,1024 40,24 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
215,1024 44,24 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
216,1024 48,24 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
217,1024 16,25 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
218,1024 20,25 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
219,1024 24,25 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
220,1024 28,25 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
221,1024 32,25 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
222,1024 36,25 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
223,1024 40,25 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
224,1024 44,25 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
225,1024 48,25 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
226,1024 16,26 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
227,1024 20,26 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
228,1024 24,26 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
229,1024 28,26 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
230,1024 32,26 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
231,1024 36,26 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
232,1024 40,26 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
233,1024 44,26 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
234,1024 48,26 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
235,1024 16,27 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
236,1024 20,27 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
237,1024 24,27 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
238,1024 28,27 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
239,1024 32,27 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
240,1024 36,27 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
241,1024 40,27 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
242,1024 44,27 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
243,1024 48,27 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
244,1024 16,28 48,0,73,0.0,9241500370174358.0,25690900000000.0,8310515772.732429,fail
245,1024 20,28 44,0,73,0.0,9254520619543114.0,32113400000000.0,8310515772.732429,fail
246,1024 24,28 40,0,73,0.0,9270144918785622.0,38536000000000.0,8310515772.732429,fail
247,1024 28,28 36,0,73,0.0,9289241284526464.0,44958600000000.0,8310515772.732429,fail
248,1024 32,28 32,0,73,0.0,9313111741702516.0,51381200000000.0,8310515772.732429,fail
249,1024 36,28 28,0,73,0.0,9343802329500300.0,57803700000000.0,8310515772.732429,fail
250,1024 40,28 24,0,73,0.0,9384723113230674.0,64226300000000.0,8310515772.732429,fail
251,1024 44,28 20,0,73,0.0,9442012210453202.0,70648900000000.0,8310515772.732429,fail
252,1024 48,28 16,0,73,0.0,9527945856286992.0,77071500000000.0,8310515772.732429,fail
253,1536 16,1 48,73,0,7642228962661.858,0.0,38512000000000.0,0.0,pass
254,1536 20,1 44,73,0,7642228962661.858,0.0,48139700000000.0,0.0,pass
255,1536 24,1 40,73,0,7642228962661.858,0.0,57767400000000.0,0.0,pass
256,1536 28,1 36,73,0,7642228962661.858,0.0,67395100000000.0,0.0,pass
257,1536 32,1 32,73,0,7642228962661.858,0.0,77022800000000.0,0.0,pass
258,1536 36,1 28,73,0,7642228962661.858,0.0,86650500000000.0,0.0,pass
259,1536 40,1 24,73,0,7642228962661.858,0.0,96278200000000.0,0.0,pass
260,1536 44,1 20,73,0,7642228962661.858,0.0,105906000000000.0,0.0,pass
261,1536 48,1 16,73,0,7642228962661.858,0.0,115534000000000.0,0.0,pass
262,1536 16,2 48,72,1,6883369731737.909,2444482325572.2495,38512000000000.0,87295333.74718937,pass
263,1536 20,2 44,72,1,6883369731737.909,2444482325572.2495,48139700000000.0,87295333.74718937,pass
264,1536 24,2 40,72,1,6883369731737.909,2444482325572.2495,57767400000000.0,87295333.74718937,pass
265,1536 28,2 36,72,1,6883369731737.909,2444482325572.2495,67395100000000.0,87295333.74718937,pass
266,1536 32,2 32,72,1,6883369731737.909,2444482325572.2495,77022800000000.0,87295333.74718937,pass
267,1536 36,2 28,72,1,6883369731737.909,2444482325572.2495,86650500000000.0,87295333.74718937,pass
268,1536 40,2 24,72,1,6883369731737.909,2444482325572.2495,96278200000000.0,87295333.74718937,pass
269,1536 44,2 20,72,1,6883369731737.909,2444482325572.2495,105906000000000.0,87295333.74718937,pass
270,1536 48,2 16,72,1,6883369731737.909,2444482325572.2495,115534000000000.0,87295333.74718937,pass
271,1536 16,3 48,68,5,4793970141648.3,101361861090513.8,38512000000000.0,384099468.4876332,pass
272,1536 20,3 44,68,5,4793970141648.3,101361861090513.8,48139700000000.0,384099468.4876332,pass
273,1536 24,3 40,68,5,4793970141648.3,101361861090513.8,57767400000000.0,384099468.4876332,pass
274,1536 28,3 36,68,5,4793970141648.3,101361861090513.8,67395100000000.0,384099468.4876332,pass
275,1536 32,3 32,68,5,4793970141648.3,101361861090513.8,77022800000000.0,384099468.4876332,pass
276,1536 36,3 28,68,5,4793970141648.3,101361861090513.8,86650500000000.0,384099468.4876332,pass
277,1536 40,3 24,68,5,4793970141648.3,101361861090513.8,96278200000000.0,384099468.4876332,pass
278,1536 44,3 20,68,5,4793970141648.3,101361861090513.8,105906000000000.0,384099468.4876332,pass
279,1536 48,3 16,68,5,4793970141648.3,101361861090513.8,115534000000000.0,384099468.4876332,pass
280,1536 16,4 48,59,14,1951849320170.76,1417240792124874.5,38512000000000.0,715821736.7269529,pass
281,1536 20,4 44,59,14,1951849320170.76,1417240792124874.5,48139700000000.0,715821736.7269529,pass
282,1536 24,4 40,59,14,1951849320170.76,1417240792124874.5,57767400000000.0,715821736.7269529,pass
283,1536 28,4 36,59,14,1951849320170.76,1417240792124874.5,67395100000000.0,715821736.7269529,pass
284,1536 32,4 32,59,14,1951849320170.76,1417240792124874.5,77022800000000.0,715821736.7269529,pass
285,1536 36,4 28,59,14,1951849320170.76,1417240792124874.5,86650500000000.0,715821736.7269529,pass
286,1536 40,4 24,59,14,1951849320170.76,1417240792124874.5,96278200000000.0,715821736.7269529,pass
287,1536 44,4 20,59,14,1951849320170.76,1417240792124874.5,105906000000000.0,715821736.7269529,pass
288,1536 48,4 16,59,14,1951849320170.76,1417240792124874.5,115534000000000.0,715821736.7269529,pass
289,1536 16,5 48,0,73,0.0,9241500370174358.0,38512000000000.0,8310515772.732429,fail
290,1536 20,5 44,0,73,0.0,9254520619543114.0,48139700000000.0,8310515772.732429,fail
291,1536 24,5 40,0,73,0.0,9270144918785622.0,57767400000000.0,8310515772.732429,fail
292,1536 28,5 36,0,73,0.0,9289241284526464.0,67395100000000.0,8310515772.732429,fail
